INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION
70,"Makes me fucking laugh, why shouldn't whites be supreme in a mostly white country? How come nobody is moaning about black supremacy in black countries like Somalia? or Mexican supremacy? Or Indian supremacy? Only we put up with this fucking bullshit.","maybe the roots of white supremacy deriving from centuries of mass colonisation, slavery and domination over others, are the reason that white supremacy is such a problem.",other,V1
4619,Migrant workers are a burden to us.,To accept migrant workers is about creating a more integrated and equal society. So don't you think that it is something that positively contributes to society itself?,MIGRANTS,V6_mix
3211,mentally ill people should be isolated from society because they are dangerous.,"It is true that mentally ill people are often perceived as 'dangerous' to the general public. But if the stigma is the main cause of the discrimination, then the solution is to end stigma, not to isolate them.",DISABLED,V6_sbf
3485,Feminism is a anti-males ideology that denies the value of a man's manhood and aims to subvert the will of the male.,Feminism is all about empowerment and the right of every human being to be respected and protected. It is not about denying anybody's values.,WOMEN,V6_sbf
323,Immigrants hurt the finance of our country by taking jobs and services without paying taxes.,"This is not true, for example a study showed - quite ironically - that more than half of all undocumented immigrant households file income tax returns using an Individual Tax Identification Number!! So they are illegal immigrants but follow all the legal procedures...",MIGRANTS,V1
4117,Jews are interested in world domination because it will give them economic and political power.,"This is not true. In reality, they want to live in a country where they can work and provide for their families, and this is why we should treat them as humans: they must be respected with basic human rights.",JEWS,V6_lab
161,Following the structure of our population we have to stop and reverse all migration. We have got all the doctors and rocket scientists we need. We will never need any workforce from outside the country.,"As a matter of fact, we couldn't manage without immigrants. Most of our NHS staff are immigrants. The health system would collapse without migrant workers.",MIGRANTS,V1
2615,Immigration is a bad thing for Europe.,"A lot of people from different cultures come to our continent to work and live, and integrate. If you really wanted to state that immigration is a bad thing, you should accompany your opinion with facts.",MIGRANTS,V5
107,"Makes me fucking laugh, why shouldn't whites be supreme in a mostly white country? How come nobody is moaning about black supremacy in black countries like Somalia? or Mexican supremacy? Or Indian supremacy? Only we put up with this fucking bullshit.","any belief of a certain race or ethnicity being superior to another is problematic, not just white supremacy.",other,V1
1883,We cannot allow Muslims into our country.,"Our constitution does not say that we are to discriminate against religions, and I wonder what a democratic constitution would be if Muslims were excluded from the UK.",other,V3
3697,Niggas are the cause of economic crisis.,"Many people are victims of economic crisis and unfortunately, a large portion of them are black, so I do not understand why they would be the source of economic crisis when they are actual victims.",POC,V6_kc
4615,Immigrants should all be taken back to their countries.,"Let's not be hypocritical here, we are talking about people who would often be deprived of their liberty and the right to a decent standard of living, if they stayed in their countries.",MIGRANTS,V6_mix
4323,Jews are not part of our country and should be ashamed of themselves.,"I've met a lot of Jews who are very proud of the fact that they are British, and I can't see why they shouldn't be proud of being Jewish, either.",JEWS,V6_lab
1639,Immigrants are a problem. They are not welcome in our country.,They are our brothers and sisters. It is the duty of the state and of its citizens to help them beome more integrated.,MIGRANTS,V3
3624,Immigration is the biggest problem in our country.,Immigrants have contributed greatly to our country and I do not see how they could have a detrimental impact on our society.,MIGRANTS,V6_kc
3093,Why do foreigners come to Britain? We should not welcome them.,"The vast majority of migrants who enter the UK settle down, provide good paying jobs and contribute to our economy.",MIGRANTS,V6_sbf
