INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION
4539,Our live would be better if the jews were not allowed to enter our country.,How can you say something as discriminatory as this?,JEWS,V6_mix
2928,Muslims have no place in a modern European country.,Muslims have contributed so much to our country that their right to stay here should be recognised,MUSLIMS,V5
1945,All of the suicide attackers of 7/7 were Muslims. We are not safe with Muslims living here.,Terrorists are a small part of all Muslims. Muslims have contributed a lot to our country. You can't blame to all of them for 7/7 indiscriminately.,MUSLIMS,V3
3374,Immigrants speak funny.,Is it because they speak their native language better than English? Don't you think there is something more to the story?,MIGRANTS,V6_sbf
3136,"Muslims have nothing to contribute to our society, they are only an obstacle. They are not worth the while of our hard-earned money.",We are all helped by the kindness of people of different faiths. So maybe we should treat others with kindness too.,MUSLIMS,V6_sbf
4118,To work with Jews and to ignore that they are too different from us is just stupid.,"It is ok to work with people of different faiths and to acknowledge your differences, what is wrong is to decide not to integrate with whoever is different.",JEWS,V6_lab
2452,Islam is a destructive force in the world.,"The problem is not what people believe, but what they do to each other. Like discrimination. That is the problem.",MUSLIMS,V4
2930,Islam is a death cult and doesn't deserve our respect.,"Islam is a religion, and has always been about respect.",MUSLIMS,V5
118,Foreigners on UK benefits leaps 41% in 5 years with over 400K now handed payouts. This nonsense has got to stop.,"Do you know how much money ""foreigners"" are giving the UK in taxes? If you knew that then you would see how much we have to thank them for. Maybe it would be better to focus on stopping tax evasion.",MIGRANTS,V1
1214,We must protect the security of the West from Islam.,"It seems tou don't think the law applies to those you don't like. Laws protect Muslims and non-Muslims equally , so there is no need for you to be concerned about 'protecting the security of the West'.",MUSLIMS,V2
1011,The feminist movement is a dangerous force in our country. It has warped our thought and corrupted our politics.,I think it is necessary to have a critical mind and open-minded attitude towards problems and topics in our society. The root causes are complex but the most important problem is patriarchy and its various manifestations.,WOMEN,V2
3040,I'm tired of gay people trying to malign women.,"Gay people want liberation, not to shame or malign others.",LGBT+,V6_sbf
4054,We should not taking in refugees.,We are taking in refugees. And refugees are welcome.,MIGRANTS,V6_lab
2794,The Jews invented Ebola.,Why would the Jews have invented Ebola? Can you point out your sources on that?,JEWS,V5
784,"Those White women converting to Islam are the saddest, self-loathers you will ever meet. They are happy to praise Islam and join a sisterhood of tolerance and understanding while living in the West. Try living in Pakistan, Saudi Arabia, or the Sudan.",Maybe that 'sisterhood of tolerance and understanding' is challenging sexism everywhere including those men who feel they can tell women what they should believe in and how to live their lives.,MUSLIMS,V1
4574,Homosexuality is a disease.,"Homosexuality is a sexual orientation, predjudice is sickness which afflicts society.",LGBT+,V6_mix
301,Only Jews could have been smart enough to plan and execute such a complicated and intricate plot as 9/11,"400 Jews died in September 11 terrorist attacks, so not one of the smartest plan I ever saw!",JEWS,V1
3139,Muslim folks are invading Europe and we should stop them.,"The media would have us believe that there are huge influx of Muslims into Europe. The true number is around 25.7 million Muslims living in the EU (2016), corresponding to the 4,9%.",MUSLIMS,V6_sbf
3092,"When immigrants are welcomed in our countries we are forced to accept them as our own people, but they are not. They are not like us and I hate them.",Immigration and diversity are important. Hate does not justify making it more difficult to integrate new people.,MIGRANTS,V6_sbf
921,Faggots are poisoning our children minds with their filthy depravity.,It is not true that homosexuals are poisoning our children minds. There are many soft-hearted and sensitive people among them.,LGBT+,V2
935,"If Sharia was implemented in the UK, we would all be under arrest and tried for 'Islamaphobia'.","Sharia is about religious law, not civil authority. People can be debated about their beliefs as long as they adhere to the civil law. No one is forcing them to observe Sharia.",MUSLIMS,V2
3480,Feminism is just an attempt by feminists to have it all their own way.,This is not true. Feminism is an attempt to improve the lot of the less fortunate. It is about equality.,WOMEN,V6_sbf
4289,Those women are all the same: stupid and unreliable.,"If you can't trust someone because of the way they are born, what hope does the world have for everyone? You can't have so much distrust in someone just because of their sex. Don't you think?",WOMEN,V6_lab
1342,The Koran must be banned. No one should be allowed to carry it openly. Sharia law could became law in Britain.,The Koran is not questioning the core values of the British constitution.,MUSLIMS,V2
