hateSpeech,counterSpeech,cnType,Target
"If you have Down syndrome you are a freak, you are a fraud and a thief.","It is not true that people with Down syndrome are thieves and bad people. In many countries they can get jobs, and even get promoted. You should go check the definition of discrimination in the dictionary.",Informative,DISABLED
They don't understand we have mongrelization problem in this world. Our children are being groomed by migrants!,Can you think of a single example of a child being groomed by a migrant?,Informative,MIGRANTS
Jews are literally pieces of shit. There must be laws prohibiting their religion from our land.,"I would prefer that the laws were enforced for the good of a community, rather than to make it harder for people to have religious beliefs.",Positive,JEWS
We are being invaded. They are replacing us.,"It does not seem right to talk about invasion, since there were only 22,000 arrivals this year",Informative,MIGRANTS
This is an invasion: Millions of strangers jeopardizing our race and culture.,Differences can be mostly reconcilable with respect and boundaries. But we must want it.,Positive,MIGRANTS
"Women should not be allowed to vote, because they are weak.",Everyone has the right to have his or her opinion respected and expressed through democratic elections.,Positive,WOMEN
Immigration is bad for the economy.,The migrants that enter the UK come here to work.,Informative,MIGRANTS
"If you're an autistic adult, you're no good.","And how can you say that? If you have any doubts about it, ask them. You could get the chance to know a good person.",Positive,DISABLED
Children with learning difficulties should be excluded from education because they do not belong in education.,"Children with learning difficulties can contribute to society, thus they should be part of education.",Positive,DISABLED
"According to the Bible, then gays are an abomination to God.",Homosexuality has been practiced throughout history in all major civilizations. It is just that today's people accept homosexuality as normal and accept people of other backgrounds too.,Informative,LGBT+
People with mental illness are a burden to society.,"We shouldn't treat mental illness as a societal issue. We shouldn't try to exclude people, since society is made for and by people.",Positive,DISABLED
"This world has become so corrupted by feminism, that only the strong men can rule it.","No one should ask for the power to rule over others, to be a dictator or to have total control over the means of life. This is a world of equal distribution, where anyone can achieve anything.",Positive,WOMEN
99% of Muslims in the UK are unemployable and refuse to work.,"If we did not legally prohibit asylum seekers from working, maybe more of them would be employed.",Informative,MUSLIMS
